City Name,City ID,Country Code,Longitude,Latitude,Temp,Feels Like Temp,Min Temp,Max Temp,Pressure,Humidity,Visibility,Wind Speed,Wind Temp,Sunrise,Sunset,Cloudiness
Strezhevoy,1490796,RU,77.5889,60.7333,-1.06,-6.33,-1.06,-1.06,1020,93,3001,5.15,245,1647651327,1647694776,100
Skjeberg,3138955,NO,11.2,59.2333,8.09,5.77,7.32,12.22,1048,59,10000,3.78,210,1647667229,1647710734,6
Tiksi,2015306,RU,128.8694,71.6872,-13.79,-20.79,-13.79,-13.79,1003,78,10000,11.31,209,1647639033,1647682461,100
Esna,355449,EG,32.554,25.2934,27.7,26.39,27.7,27.7,1013,11,10000,6.12,326,1647662107,1647705609,0
Rawson,3839307,AR,-65.1023,-43.3002,12.99,11.73,12.99,12.99,1027,53,10000,6.7,134,1647685303,1647729278,60
Campo Maior,3403566,BR,-42.1686,-4.8278,30.7,34.94,30.7,30.7,1012,63,10000,0.86,108,1647679977,1647723598,67
Muravlenko,1540711,RU,74.523,63.7898,-3.17,-9.99,-3.17,-3.17,1013,94,10000,7,252,1647652057,1647695518,100
Itigi,158904,TZ,34.4833,-5.7,23.05,23.55,23.05,23.05,1010,82,10000,1.58,75,1647661580,1647705210,100
Pangnirtung,6096551,CA,-65.7125,66.1451,-32,-32,-32,-32,1017,75,10000,0,0,1647685617,1647729256,0
Ketchikan,5554428,US,-131.6461,55.3422,2.26,-1.58,2.26,2.99,1005,93,10000,4.12,150,1647701457,1647745058,40
Bandarbeyla,64814,SO,50.8122,9.4942,26.84,28.15,26.84,26.84,1012,64,10000,5.17,69,1647657700,1647701253,0
Dickinson,4686163,US,-95.0513,29.4608,13.94,13.32,11.72,16.08,1023,74,10000,0.45,345,1647692712,1647736242,0
Phra Phutthabat,1607512,TH,100.7954,14.7253,30.54,34.59,29.87,32.02,1004,63,10000,1.37,225,1647645721,1647689246,76
Staraya Russa,489088,RU,31.3608,57.9944,3.88,2.55,3.88,3.88,1046,85,10000,1.59,279,1647662402,1647705886,10
Tchibanga,2396253,GA,11.0333,-2.85,29.47,32.77,29.47,29.47,1007,65,10000,2.62,155,1647667215,1647710828,88
Northam,2641434,GB,-4.2167,51.0333,12.36,11.43,12.36,13.7,1030,68,10000,11.55,116,1647670933,1647714428,0
Liverpool,2644210,GB,-2.9779,53.4106,15.72,14.57,14.18,17.21,1034,47,10000,7.72,110,1647670634,1647714133,0
Altay,1529651,CN,88.1167,47.8667,-8.4,-13.86,-8.4,-8.4,1032,78,10000,3.24,24,1647648807,1647692244,28
Lethem,3379316,GY,-59.7968,3.3803,27.3,29.18,27.3,27.3,1014,68,10000,4.22,66,1647684225,1647727810,99
Vila Velha,3445026,BR,-40.2925,-20.3297,29.97,34.49,29.97,30.97,1015,68,10000,2.57,50,1647679478,1647723197,40
Te Anau,2181625,NZ,167.7167,-45.4167,9.84,9.84,9.84,9.84,1015,95,10000,0.39,115,1647715835,1647759780,25
Dillon,4576653,US,-79.3712,34.4166,20.25,20.34,19.05,21.81,1015,77,10000,7.01,225,1647688953,1647732475,53
Sava,3167044,IT,17.5584,40.4034,10.95,9.72,9.36,11.16,1030,62,10000,1.54,70,1647665716,1647709196,0
Salinópolis,3389822,BR,-47.3561,-0.6136,24.37,25.32,24.37,24.37,1013,94,10000,2.61,225,1647681232,1647724833,100
Costineşti,680546,RO,28.6333,43.95,4.58,-0.35,4.48,4.58,1040,49,10000,7.94,29,1647663062,1647706535,80
Ust-Nera,2120048,RU,143.2,64.5667,-19.06,-19.06,-19.06,-19.06,1023,100,486,1.03,174,1647721796,1647765584,100
Touros,3386213,BR,-35.4608,-5.1989,30.03,33.09,30.03,30.03,1011,61,10000,4.84,121,1647678366,1647721990,100
Aklavik,5882953,CA,-135.0107,68.2191,-23,-30,-23,-23,1019,70,10000,4.63,320,1647702184,1647745945,100
Totness,3382867,SR,-56.3167,5.8833,27.08,29.63,27.08,27.08,1014,77,10000,5.23,64,1647683395,1647726970,31
Ostrovnoy,556268,RU,39.5131,68.0531,1.79,-5.21,1.79,1.79,1009,91,10000,14.67,251,1647660423,1647703953,100
Yar-Sale,1486321,RU,70.8333,66.8333,-2.28,-8.66,-2.28,-2.28,1005,86,10000,6.61,273,1647652933,1647696413,100
Vanimo,2084442,PG,141.3028,-2.6741,27.28,30.6,27.28,27.28,1009,82,10000,2.42,73,1647722342,1647765948,97
Bekwai,2303224,GH,-1.5774,6.4534,33.49,36.4,33.49,33.49,1007,47,10000,2.44,163,1647670263,1647713833,69
Wenling,1791464,CN,121.36,28.3669,11.47,10.94,11.47,11.47,1019,87,10000,4.58,39,1647640814,1647684284,98
Batemans Bay,2176639,AU,150.1833,-35.7167,15.24,15.07,15.24,15.24,1019,86,10000,1.86,260,1647720109,1647763919,81
Mama,2020313,RU,112.8986,58.3106,-11.7,-16.66,-11.7,-11.7,1019,97,366,2.35,201,1647642872,1647686287,100
Novo Aripuanã,3663142,BR,-60.3797,-5.1206,28.62,32.25,28.62,28.62,1013,72,10000,1.9,65,1647684346,1647727968,98
Shingū,1847947,JP,135.9833,33.7333,8.92,7.08,8.92,8.92,1007,79,10000,3.23,296,1647637317,1647680764,7
San Joaquin,5392126,US,-121.3011,37.9333,12.61,11.55,10.82,13.53,1015,62,10000,3.6,280,1647699005,1647742545,0
Champagnole,3027235,FR,5.9135,46.7445,12.47,11.13,12.42,12.82,1027,52,10000,1.57,343,1647668508,1647711993,95
Padang,1633419,ID,100.3543,-0.9492,26.39,26.39,26.39,26.39,1010,80,10000,0.6,108,1647645787,1647689391,99
Panama City,3703443,PA,-79.5197,8.9936,29.22,33.02,26.36,30.65,1013,69,9000,5.66,360,1647688967,1647732533,40
Inuvik,5983607,CA,-133.7218,68.3499,-23.52,-30.52,-23.58,-23.52,1018,77,10000,4.12,330,1647701875,1647745636,100
Abu Samrah,172515,SY,37.1841,35.3029,7.22,3.63,7.22,7.22,1018,51,10000,6.24,284,1647661007,1647704486,68
Naryan-Mar,523392,RU,53.087,67.6713,-2.49,-9.49,-2.49,-2.49,1014,84,10000,8.54,252,1647657177,1647700685,8
Nakusp,6085665,CA,-117.8023,50.2499,1.19,1.19,1.19,1.19,1011,100,432,0,0,1647698153,1647741719,100
Bonavista,5905393,CA,-53.1147,48.6499,-2.69,-9.69,-2.69,-2.69,1017,67,10000,12.6,334,1647682653,1647726175,55
Lyuban',625721,BY,28.0048,52.7985,5.67,3,5.67,5.67,1045,35,10000,3.46,32,1647663211,1647706687,0
‘Āhuimanu,5856516,US,-157.8378,21.4447,22.86,23.34,21.55,23.44,1019,82,10000,3.6,50,1647707766,1647751318,40
Belmonte,3470137,BR,-38.8828,-15.8631,28.31,30.7,28.31,28.31,1015,66,10000,1.95,150,1647679156,1647722842,8
Chicama,3698359,PE,-79.1469,-7.8447,17.3,16.86,17.3,17.3,1013,68,10000,2.23,196,1647688843,1647732478,100
Cabadiangan,1722028,PH,122.4739,9.7531,27.41,30.33,27.41,27.41,1009,77,10000,1.21,41,1647640509,1647684055,87
Fukuechō,1863997,JP,128.8419,32.6881,10.13,8.77,10.13,10.13,1015,60,10000,7.87,330,1647639027,1647682480,81
Peniche,2264923,PT,-9.3811,39.3558,20,19.52,19.69,20.72,1018,56,10000,0.89,299,1647672174,1647715667,66
Kandi,2393693,BJ,2.9386,11.1342,40.89,37.67,40.89,40.89,1005,9,10000,1.55,102,1647669188,1647712740,98
Visby,2662689,SE,18.296,57.6409,7.12,5.36,7.12,9.34,1048,53,10000,2.57,310,1647665532,1647709026,0
Nizwá,286987,OM,57.5333,22.9333,28.45,26.96,28.45,28.45,1009,14,10000,2.77,311,1647656113,1647699616,0
Araouane,2460954,ML,-3.5265,18.9048,34.05,31.5,34.05,34.05,1008,9,10000,2.81,1,1647670752,1647714279,0
Yandyki,469151,RU,47.1258,45.7691,2.59,-1.84,2.59,2.59,1036,30,10000,5.32,56,1647658630,1647702092,3
Kabanjahe,1214965,ID,98.4908,3.1001,18.25,18.59,18.25,18.25,1011,94,10000,1.97,221,1647646246,1647689827,100
Pachino,6539213,IT,15.0907,36.7186,11.86,11.14,11.86,11.86,1024,78,10000,13.51,106,1647666306,1647709791,100
Nishihara,1855342,JP,127.7558,26.1842,18.6,18.53,18.6,18.81,1014,77,10000,4.12,360,1647639277,1647682752,100
Saint-Augustin,6137462,CA,-58.6502,51.226,-7.49,-14.49,-7.49,-7.49,1024,74,10000,6.35,331,1647683977,1647727508,4
Horní Jiřetín,3075356,CZ,13.5472,50.5731,6.66,2.89,5.76,9.86,1037,34,10000,6.29,86,1647666677,1647710160,94
Lompoc,5367788,US,-120.4579,34.6391,10.3,9.58,9.08,11.23,1016,84,10000,0.89,2,1647698804,1647742342,40
Tiarei,4033356,PF,-149.3333,-17.5333,25.01,25.47,25.01,25.01,1014,73,10000,7.5,121,1647705661,1647749342,17
Srandakan,1626493,ID,110.2506,-7.9386,25.55,26.46,25.55,25.55,1009,88,10000,2.15,276,1647643390,1647687039,100
Ambulu,1621313,ID,113.6058,-8.345,25.11,26,25.11,25.11,1009,89,10000,1,319,1647642583,1647686236,100
São Félix do Xingu,3388847,BR,-51.995,-6.6447,28.95,31.74,28.95,28.95,1013,65,10000,1.08,13,1647682330,1647725960,77
Willowmore,939676,ZA,23.4895,-33.2926,28.89,27.63,28.89,28.89,1016,27,10000,1.79,115,1647664100,1647707966,45
Najrān,103630,SA,44.1277,17.4924,25.36,24.34,25.36,25.36,1010,15,10000,6.63,84,1647659319,1647702842,83
Mamlyutka,1521153,KZ,68.5394,54.9375,-12.28,-19.23,-12.28,-12.28,1035,96,10000,3.86,224,1647653499,1647696948,36
Poum,2138555,NC,164.0167,-20.2333,24.44,25.39,24.44,24.44,1005,94,3815,6.23,79,1647716851,1647760539,100
Bosaso,64013,SO,49.1816,11.2842,27.09,28.43,27.09,27.09,1011,63,10000,3.83,19,1647658095,1647701641,0
Mahanoro,1062553,MG,48.8,-19.9,24.66,25.51,24.66,24.66,1011,89,10000,5.76,186,1647658093,1647701826,100
Alofi,4036284,NU,-169.9187,-19.0595,25.94,26.91,25.94,25.94,1013,89,10000,1.54,20,1647710598,1647754284,100
Santa Vitória do Palmar,3449747,BR,-53.3681,-33.5189,19.29,18.48,19.29,19.29,1021,46,10000,6.27,175,1647682554,1647726396,50
Ulladulla,2145554,AU,150.4667,-35.35,18.5,18.47,18.5,18.5,1019,79,10000,2.72,232,1647720043,1647763849,100
Tessalit,2449893,ML,1.0114,20.1986,33.89,31.36,33.89,33.89,1008,9,10000,3.25,341,1647669665,1647713188,0
Palmer,4946620,US,-72.3287,42.1584,10.76,10.14,8.04,12.89,1013,86,10000,0.89,124,1647687263,1647730785,100
Ixtapa,4004293,MX,-105.2,20.7,12.57,12.02,12.57,16.79,1014,82,10000,2.57,40,1647695140,1647738683,40
Denpasar,1645528,ID,115.2167,-8.65,25.4,26.45,25.4,25.81,1007,94,10000,2.57,250,1647642196,1647685850,40
Priiskovyy,2017632,RU,116.6333,51.9333,-14.92,-14.92,-14.92,-14.92,1021,97,10000,0.92,159,1647641976,1647685391,100
Coyhaique,3894426,CL,-72.0662,-45.5752,6.97,5.18,6.97,9.34,1024,70,10000,2.57,210,1647686955,1647730968,75
La Ronge,6050066,CA,-105.2842,55.1001,-5.86,-5.86,-5.88,-5.86,1012,79,10000,1.03,250,1647695142,1647738722,0
Udachny,2014624,RU,112.4,66.4167,-13.08,-20.08,-13.08,-13.08,999,84,1104,4.22,188,1647642985,1647686413,100
Batken,1463580,KG,71,39.8333,-5.28,-5.28,-5.28,-5.28,1029,88,8514,0.84,145,1647652904,1647696361,99
Umm Kaddadah,364933,SD,26.6876,13.6017,33.34,30.98,33.34,33.34,1007,5,10000,3.84,35,1647663496,1647707035,1
Sterling,4787534,US,-77.4286,39.0062,17.54,17.31,16.25,19.06,1011,75,10000,7.2,200,1647688487,1647732009,75
Batabanó,3567655,CU,-82.2881,22.7164,27.07,28.48,27.07,27.34,1019,64,10000,3.96,94,1647689647,1647733181,0
Shimoda,1852357,JP,138.95,34.6667,8.95,5.71,8.95,8.95,1003,71,10000,6.6,270,1647636607,1647680050,5
Brae,2654970,GB,-1.353,60.3964,9.26,5.52,9.26,9.26,1040,73,10000,8.75,175,1647670233,1647713755,50
Serenje,898912,ZM,30.2352,-13.2325,19.88,20.09,19.88,19.88,1012,83,10000,3.89,129,1647662575,1647706253,100
Saint Anthony,5044290,US,-93.218,45.0205,-2.7,-6.83,-3.95,-1.53,1014,93,9656,3.09,320,1647692268,1647735805,100
Laas,3175096,IT,10.7002,46.6166,13.06,12.77,10.76,14.49,1026,90,2016,1.18,210,1647667361,1647710843,98
Cruzeiro do Sul,3465080,BR,-51.9853,-29.5128,18.33,18.67,18.05,19.43,1020,94,10000,2.26,210,1647682244,1647726042,100
Nouakchott,2377450,MR,-15.9785,18.0858,31.96,33.18,31.96,31.96,1011,45,10000,5.57,313,1647673737,1647717269,73
Kenai,5866063,US,-151.2583,60.5544,-1.3,-4.64,-2.14,0.08,995,89,10000,2.57,20,1647706132,1647749795,20
Ballina,2177069,AU,153.5667,-28.8667,19.54,20.13,19.1,19.88,1015,99,10000,7.51,179,1647719329,1647763076,99
Goderich,5962442,CA,-81.7165,43.7501,7.17,4.46,6.06,7.73,1001,93,3562,4.12,140,1647689513,1647733041,100
Kŭlob,1221194,TJ,69.783,37.9145,9.42,7.29,9.42,9.42,1023,81,10000,4,220,1647653194,1647696655,100
Dalbandin,1180729,PK,64.4101,28.8947,25.74,24.71,25.74,25.74,1009,13,10000,4.82,62,1647654472,1647697956,0
Praia,3374333,CV,-23.5087,14.9215,25.3,25.19,25.3,25.3,1015,50,4800,9.77,30,1647675539,1647719081,40
Shirokiy,2016680,RU,129.523,49.758,-16.22,-22.7,-16.22,-16.22,1021,94,10000,2.8,346,1647638885,1647682295,54
Pacific Grove,5380437,US,-121.9166,36.6177,9.69,8.78,8.23,11.06,1016,87,10000,2.06,280,1647699153,1647742692,75
Malatya Province,304919,TR,38,38.5,-0.97,-7.25,-0.97,-0.97,1016,51,10000,7.2,320,1647660814,1647704288,75
Fairbanks,5861897,US,-147.7164,64.8378,-15.62,-15.62,-17,-14.45,1002,78,10000,0,0,1647705256,1647748971,100
Gaya,1271439,IN,85,24.7833,27.95,30.44,27.95,27.95,1003,69,3000,0,0,1647649528,1647693019,9
Villa del Rosario,3665913,CO,-72.4742,7.8339,24.21,24.98,24.21,24.21,1016,88,6000,2.06,350,1647687274,1647730844,40
Angoche,1052944,MZ,39.9086,-16.2325,25.19,26.22,25.19,25.19,1010,94,10000,5.21,225,1647660242,1647703944,100
Katherine,2068655,AU,132.2667,-14.4667,27.18,29.54,27.18,27.18,1007,74,10000,0,0,1647638081,1647681782,54
Kidal,2455290,ML,1.4078,18.4411,36.62,33.69,36.62,36.62,1007,8,10000,4.63,223,1647669567,1647713095,5
Lianyuan,1804451,CN,111.6642,27.6883,14.19,13.86,14.19,14.19,1012,84,10000,3.34,8,1647643138,1647686613,100
São Raimundo Nonato,3388145,BR,-42.6994,-9.0153,30.32,30.74,30.32,30.32,1013,45,10000,3.01,101,1647680093,1647723737,100
Rosignol,3376223,GY,-57.5333,6.2833,26.63,26.63,26.63,26.63,1015,83,7060,3.67,67,1647683687,1647727261,14
Anchorage,5879400,US,-149.9003,61.2181,-0.51,-3.13,-2.01,2.04,994,78,10000,2.06,80,1647705803,1647749472,20
Harindānga,1349090,IN,88.3214,22.0383,25.5,25.72,25.5,25.5,1005,62,10000,4.21,190,1647648727,1647692226,6
Olavarría,3842670,AR,-60.3225,-36.8927,16.12,15.2,16.12,16.12,1033,54,10000,2.79,313,1647684203,1647728084,31
Voznesen'ye,471160,RU,35.4781,61.0106,1.1,-3.16,1.1,1.1,1041,96,10000,4.35,251,1647661411,1647704901,86
Māngrol,1263752,IN,70.1167,21.1167,26.1,26.1,26.1,26.1,1007,70,10000,5.53,289,1647653092,1647696598,1
Noumea,2139521,NC,166.4572,-22.2763,23.99,24.61,23.99,23.99,1006,83,10000,2.27,81,1647716258,1647759960,100
Stonewall,6157355,CA,-97.3268,50.1344,-0.88,-4.71,-4.13,1.51,1013,92,10000,3.17,317,1647693246,1647736799,100
Hasaki,2112802,JP,140.8333,35.7333,6.22,1.18,5.16,6.22,1003,88,10000,10.09,11,1647636157,1647679596,100
Province of Mantua,3174050,IT,10.7833,45.1667,14.78,13.28,13.53,15.75,1031,37,10000,5.81,105,1647667341,1647710823,23
Cabinda,2243271,AO,12.2,-5.55,29.08,34.74,29.08,29.08,1008,79,10000,3.6,240,1647666928,1647710556,75
Charters Towers,2171722,AU,146.2667,-20.1,23,23.34,23,23,1011,76,10000,5.22,55,1647721112,1647764796,16
Kushiro,2129376,JP,144.3747,42.975,-1.17,-8,-1.17,-1.17,995,77,10000,8.39,341,1647635318,1647678735,100
Flinders,6255012,AU,150.8552,-34.5833,17.35,17.33,17.25,18.6,1019,84,10000,3.51,236,1647719954,1647763752,72
Östersund,2685750,SE,14.6357,63.1792,9.25,8.75,9.23,9.25,1040,46,10000,1.54,270,1647666396,1647709918,99
Batagay-Alyta,2027042,RU,130.4114,67.8006,-30.85,-37.85,-30.85,-30.85,1017,84,10000,3.41,268,1647638672,1647682082,1
Cherdyn',569359,RU,56.4787,60.403,-0.17,-3.29,-0.17,-0.17,1028,90,10000,2.56,263,1647656383,1647699851,90
Olinda,3393536,BR,-34.8553,-8.0089,29.85,33.78,29.85,29.85,1012,66,10000,4.63,150,1647678213,1647721852,40
Kot Addu,1173378,PK,70.9671,30.4692,30.51,28.78,30.51,30.51,1002,23,10000,4.39,13,1647652902,1647696380,0
Coruripe,3465329,BR,-36.1756,-10.1256,29.31,32.09,29.31,29.31,1012,63,10000,3.91,142,1647678524,1647722175,97
Purpe,1539210,RU,76.6897,64.4803,-2.04,-8.42,-2.04,-2.04,1011,91,10000,6.75,252,1647651537,1647694998,100
Burnie,2173125,AU,145.9167,-41.0667,16.58,16.3,16.58,16.58,1019,77,10000,4.33,69,1647721103,1647764974,83
Capreol,5959803,CA,-80.9225,46.706,1.13,-4.75,1.06,1.97,1007,96,10000,7.72,40,1647689320,1647732853,100
Neuquén,3843123,AR,-68.0591,-38.9516,15.94,14.92,15.94,15.94,1021,51,10000,4.12,140,1647686046,1647729953,0
Taquarituba,3446752,BR,-49.2444,-23.5331,26,26,26,26,1015,79,5506,2.25,238,1647681613,1647725357,51
Terrace,6162949,CA,-128.6035,54.5163,0.95,-3.81,0.95,0.95,1005,100,10000,5.14,190,1647700730,1647744324,75
